"Method","Contrast","Ontology","Original GO ID","Original GO term","Semantic cluster ID","Representative semantic GO ID","Representative semantic GO term","Adjusted p-value","GeneRatio","Count","setSize","FoldEnrichment","NES","Genes"
"GSEA","salinity_added","molecular_functions","GO:0003735","structural constituent of ribosome","MF_4","GO:0003735","structural constituent of ribosome",0.00718134570782868,NA,NA,212,NA,-1.73558396534716,"evm.utg729.96/evm.utg116.287/evm.utg14287.6/evm.utg3019.36/evm.utg77.8/evm.utg4464.16/evm.utg1846.8/evm.utg1648.24/evm.utg343339.2/evm.utg389.13/evm.utg411.52/evm.utg791.8/evm.utg1925.24/evm.utg729.98/evm.utg1372.18/evm.utg729.46/evm.utg301.37/evm.utg1588.14/evm.utg415.116/evm.utg483.56/evm.utg4716.3/utg788.equina_smart_1260423.mrna1/evm.utg3799.21/evm.utg479.58/evm.utg2929.10/evm.utg72.21/evm.utg6078.32/evm.utg126.157/utg86.equina_smart_1445806.mrna2/evm.utg3553.8/evm.utg301.138/evm.utg498.48/evm.utg579.15/evm.utg699.4/evm.utg579.70/evm.utg324.14/evm.utg1109.26/evm.utg798.61/evm.utg910.151/evm.utg418.50/evm.utg236.39/evm.utg116.286/evm.utg1800.6/evm.utg3839.30/evm.utg7145.61/evm.utg622.63/evm.utg207.63/evm.utg577.29/evm.utg344.47/evm.utg1910.32/evm.utg498.129/evm.utg2757.29/evm.utg20618.3/evm.utg2129.121/evm.utg7217.40/evm.utg2814.18/evm.utg55.88/evm.utg577.105/evm.utg301.49/evm.utg496.27/evm.utg890.45/utg2581.equina_smart_1098872.mrna2/evm.utg62.20/evm.utg381.21/evm.utg2967.31/evm.utg798.17/evm.utg3235.7/evm.utg5885.98/evm.utg7145.43/evm.utg129.21/evm.utg4610.29/evm.utg16027.9/evm.utg577.30/evm.utg1517.5/evm.utg320.85/evm.utg1910.34/evm.utg378.108/evm.utg236.43/evm.utg73.68/evm.utg868.49/evm.utg1565.85/evm.utg17809.12/evm.utg2007.14/evm.utg1109.3/evm.utg379.48/evm.utg4194.6/evm.utg597.5/evm.utg18.9/evm.utg3878.21/evm.utg498.143/evm.utg420.100/evm.utg207.20/evm.utg1226.13/evm.utg1931.13/evm.utg48209.2/evm.utg2108.6/evm.utg234.86/evm.utg8494.9/evm.utg15585.12/evm.utg378.170/evm.utg498.93/evm.utg18409.1/evm.utg2108.11/evm.utg597.212/evm.utg544.4/evm.utg92.66/evm.utg9216.5/evm.utg5652.50/evm.utg55.156/evm.utg1056.36/evm.utg1931.75/evm.utg3677.28/evm.utg797.57/evm.utg150.50/evm.utg6072.8/evm.utg234.64/evm.utg4886.30/evm.utg77.113/evm.utg1226.19/evm.utg5417.26/evm.utg535.38/evm.utg180.72/evm.utg17994.10/evm.utg243.70/evm.utg15585.14/evm.utg797.58/evm.utg14.81/evm.utg378.169/evm.utg577.73/evm.utg1507.31/evm.utg4187.32/evm.utg3790.42/evm.utg378.167/evm.utg378.168"
"GSEA","salinity_only","molecular_functions","GO:0003735","structural constituent of ribosome","MF_4","GO:0003735","structural constituent of ribosome",5.55885582792372e-06,NA,NA,212,NA,-2.02334476130178,"evm.utg1962.9/evm.utg5885.98/evm.utg301.16/utg86.equina_smart_1445806.mrna2/evm.utg16027.9/evm.utg6072.8/evm.utg381.21/evm.utg1565.17/evm.utg2929.10/evm.utg1910.34/evm.utg55.156/evm.utg597.5/evm.utg420.100/evm.utg15585.12/evm.utg577.29/evm.utg3790.42/evm.utg479.145/evm.utg56.53/evm.utg1507.3/evm.utg1396.4/evm.utg2814.18/evm.utg415.116/evm.utg4.45/evm.utg798.61/evm.utg498.93/evm.utg910.151/evm.utg577.105/evm.utg1910.32/evm.utg1226.13/evm.utg544.4/evm.utg126.157/evm.utg791.9/evm.utg1931.13/evm.utg334.75/evm.utg411.52/evm.utg236.39/evm.utg536.17/evm.utg4327.2/evm.utg9313.24/evm.utg77.8/evm.utg868.49/evm.utg590.13/evm.utg1109.26/evm.utg2007.14/evm.utg4886.30/evm.utg699.4/evm.utg343339.2/evm.utg1866.29/evm.utg729.46/evm.utg7217.40/evm.utg597.212/evm.utg301.138/evm.utg798.17/evm.utg1588.14/evm.utg77.113/evm.utg2108.11/evm.utg4610.29/evm.utg2757.29/evm.utg4194.6/evm.utg378.108/evm.utg236.43/evm.utg129.21/evm.utg1925.24/evm.utg532.13/evm.utg496.27/evm.utg1648.24/evm.utg92.66/evm.utg3799.21/evm.utg1931.75/evm.utg6949.10/evm.utg73.14/evm.utg3553.8/evm.utg207.63/evm.utg1109.3/evm.utg320.85/evm.utg7145.43/evm.utg6078.32/evm.utg344.47/evm.utg1372.18/evm.utg107.57/evm.utg498.48/evm.utg18553.14/evm.utg498.143/evm.utg150.93/evm.utg150.50/evm.utg498.129/evm.utg890.45/evm.utg579.70/evm.utg10358.1/evm.utg483.56/evm.utg3092.46/evm.utg8494.117/evm.utg479.58/evm.utg1800.6/evm.utg505.41/evm.utg379.48/evm.utg234.64/evm.utg1517.5/evm.utg590.14/evm.utg219.71/evm.utg3677.28/evm.utg18294.33/evm.utg207.20/evm.utg535.38/evm.utg37634.4/evm.utg577.30/evm.utg14287.6/evm.utg7145.61/evm.utg3878.28/evm.utg868.5/evm.utg4716.3/evm.utg55.88/evm.utg1226.19/evm.utg2129.121/evm.utg1565.85/evm.utg125.18/evm.utg378.133/evm.utg4464.16/utg2581.equina_smart_1098872.mrna2/evm.utg18.9/evm.utg7522.33/evm.utg2108.6/evm.utg378.170/evm.utg5652.50/evm.utg17809.12/evm.utg62.20/evm.utg180.72/evm.utg18409.1/evm.utg693.66/evm.utg17994.10/evm.utg2298.39/evm.utg4187.32/evm.utg1507.31/evm.utg15585.14/evm.utg797.57/evm.utg5176.12/evm.utg243.70/evm.utg797.58/evm.utg378.169/evm.utg14.81/evm.utg378.167/evm.utg378.168"
"GSEA","salinity_only","molecular_functions","GO:0005201","extracellular matrix structural constituent","MF_4","GO:0003735","structural constituent of ribosome",0.000323384283104615,NA,NA,120,NA,-2.09461771232897,"evm.utg209609.2/evm.utg3443.47/evm.utg18537.3/evm.utg378.56/utg544.equina_smart_1559235utrorf.mrna1/evm.utg714.2/evm.utg1623.40/evm.utg130819.1/evm.utg378.57/evm.utg1052.34/evm.utg4907.54/evm.utg1497.2/utg154100.equina_smart_991908.mrna2/evm.utg5885.76/evm.utg1052.36/evm.utg1056.71/evm.utg9740.7/evm.utg5421.1/utg19074.equina_smart_1694011.mrna2/evm.utg1497.1/evm.utg145.64/evm.utg19074.8/evm.utg816.13/evm.utg714.23/evm.utg544.16/evm.utg616.15/evm.utg1056.72/evm.utg544.11/evm.utg4826.1/evm.utg55.212/evm.utg207.13"
"GSEA","salinity_only","molecular_functions","GO:0005200","structural constituent of cytoskeleton","MF_4","GO:0003735","structural constituent of ribosome",0.0199160631831205,NA,NA,46,NA,2.07750641758794,"utg693.equina_smart_1421073.mrna1/evm.utg1363.6/utg1363.equina_smart_1433367.mrna1/evm.utg693.2/evm.utg1363.5/evm.utg693.3/utg31304.equina_smart_1477688.mrna1/evm.utg693.4/evm.utg31304.3/evm.utg18.5/evm.utg693.6/evm.utg31304.1/evm.utg693.5/evm.utg1277.42/evm.utg1575.28/evm.utg31304.2/evm.utg1363.3/utg2969.equina_smart_124203.mrna2/evm.utg338.64/evm.utg378.53/evm.utg788.102/evm.utg31304.4/evm.utg262.10.11"
"GSEA","diesel_added","molecular_functions","GO:0090729","toxin activity","MF_24","GO:0090729","toxin activity",0.036058064576295,NA,NA,340,NA,1.69488008978882,"evm.utg4605.4/evm.utg4796.13/evm.utg1846.76/evm.utg2757.6/evm.utg579.116/evm.utg18036.10/evm.utg4177.23/evm.utg2932.9/evm.utg1694.43/evm.utg2291.1/evm.utg1302.15/evm.utg436.16/evm.utg56.44/utg1846.equina_smart_916736.mrna1/evm.utg2024.4/evm.utg7066.5/evm.utg977.7/evm.utg18036.9/evm.utg1272.32/evm.utg1278.52/evm.utg7066.3/evm.utg2932.7/utg4062.equina_smart_1466336.mrna2/evm.utg3790.18/utg2156.equina_smart_1726560.mrna2/evm.utg1623.26/evm.utg436.18/evm.utg2007.2/evm.utg3787.20/evm.utg1629.2/evm.utg7289.63/utg1846.equina_smart_1438253.mrna1/evm.utg910.117/evm.utg4605.36/utg1786.equina_smart_956984.mrna1/evm.utg5059.48/utg4455.equina_smart_1048859.mrna1/evm.utg190.77/evm.utg4605.41/utg388.equina_smart_337793.mrna2/evm.utg590.7/utg245.equina_smart_826176.mrna1/evm.utg1575.1/evm.utg2858.30/evm.utg2704.27/evm.utg1358.29/evm.utg6373.14/evm.utg27988.8/evm.utg4956.15/utg4455.equina_smart_1548799.mrna1/evm.utg4177.21/evm.utg4605.40/evm.utg3899.24/evm.utg436.20/evm.utg34597.12/evm.utg6445.1/evm.utg436.19/evm.utg1786.15/evm.utg300.70/evm.utg910.118/evm.utg1272.125/evm.utg21429.1/utg1786.equina_smart_1688722.mrna2/utg2667.equina_smart_398419.mrna2/evm.utg405.75/utg144.equina_smart_1238220.mrna1/evm.utg5390.20/utg2156.equina_smart_270287.mrna1/evm.utg14.51/evm.utg1497.9/evm.utg3284.9/evm.utg32707.1/evm.utg116.189/evm.utg5059.46/evm.utg7403.5/evm.utg234.37/evm.utg2115.17/utg6781.equina_smart_1461350.mrna1/evm.utg2704.26/evm.utg125.162/evm.utg4271.90/evm.utg729.116/evm.utg126.83/evm.utg293.23/evm.utg2379.7/evm.utg1919.9/utg2156.equina_smart_428150.mrna1/evm.utg115.9/utg9284.equina_smart_1466336.mrna1/utg6781.equina_smart_1389976.mrna2/evm.utg1542.15/utg2156.equina_smart_1442310.mrna1/evm.utg276.4/evm.utg735.57/utg2156.equina_smart_934493.mrna1/evm.utg2247.30/utg2156.equina_smart_1400709.mrna2/evm.utg1746.3/evm.utg52.111"
"GSEA","salinity_only","molecular_functions","GO:0090729","toxin activity","MF_24","GO:0090729","toxin activity",2.65460028604247e-07,NA,NA,340,NA,-2.08072150333237,"evm.utg6373.9/evm.utg4455.2/evm.utg590.7/evm.utg11415.27/utg2156.equina_smart_1400709.mrna2/evm.utg9285.28/evm.utg115.11/evm.utg190.77/evm.utg2083.47/utg1846.equina_smart_916736.mrna1/evm.utg1846.69/evm.utg1031.51/evm.utg376.34/evm.utg1910.12/utg2667.equina_smart_398419.mrna2/evm.utg4605.41/evm.utg699.90/utg2156.equina_smart_1442310.mrna1/utg144.equina_smart_1238220.mrna1/evm.utg1970.8/evm.utg579.59/evm.utg126.83/utg245.equina_smart_826176.mrna1/evm.utg470.62/evm.utg125.190/evm.utg7048.5/evm.utg1781.40/utg2156.equina_smart_428150.mrna1/evm.utg435.3/evm.utg150.55/evm.utg1302.15/utg9284.equina_smart_1466336.mrna1/utg2156.equina_smart_1726560.mrna2/evm.utg7048.7/evm.utg300.70/utg1846.equina_smart_1438253.mrna1/evm.utg293.23/evm.utg11123.1/evm.utg104.55/evm.utg2994.23/utg19074.equina_smart_1473917.mrna1/evm.utg4177.22/evm.utg1629.2/evm.utg1290.46/utg144.equina_smart_1389976.mrna1/evm.utg2932.7/evm.utg23510.8/evm.utg279.40/evm.utg104.57/utg55.equina_smart_1394036.mrna1/evm.utg1919.9/utg2156.equina_smart_270287.mrna1/evm.utg910.42/evm.utg262.71/utg9284.equina_smart_1466335.mrna1/evm.utg276.4/evm.utg467.21.22.23/evm.utg1846.68/utg6781.equina_smart_1461350.mrna1/utg6781.equina_smart_1389976.mrna2/evm.utg2757.78/utg52.equina_smart_1128767.mrna1/evm.utg101.176/evm.utg2115.17/evm.utg338.4/evm.utg1828.28/evm.utg1629.18/evm.utg1031.52/utg4062.equina_smart_1466336.mrna2/evm.utg1272.125/evm.utg1629.17/evm.utg4605.4/evm.utg420.49/evm.utg104.53/evm.utg2932.9/evm.utg910.22/evm.utg579.116/evm.utg1694.43/evm.utg977.7/evm.utg2247.30/evm.utg735.57/evm.utg1900.52/utg2156.equina_smart_934493.mrna1/evm.utg27988.8/evm.utg1278.52/evm.utg7066.3/evm.utg2757.6/evm.utg34597.12/evm.utg1623.26/evm.utg4177.21/evm.utg347.11/evm.utg5652.14/evm.utg3899.24/evm.utg1278.50/evm.utg567.16/evm.utg2007.2/evm.utg3790.30/evm.utg4796.27/evm.utg4177.23/evm.utg7066.5"
"GSEA","additive","molecular_functions","GO:0022857","transmembrane transporter activity","MF_14","GO:0022857","transmembrane transporter activity",0.025876887903425,NA,NA,388,NA,1.50306327610702,"evm.utg52.15/evm.utg924.21/evm.utg924.22/evm.utg217.36/evm.utg77.138/evm.utg1919.26/evm.utg52.16/evm.utg1708.39/evm.utg1525.33/evm.utg1919.22/evm.utg10.13/evm.utg1919.21/evm.utg666.32/evm.utg1525.34/evm.utg1663.29/evm.utg217.35/evm.utg381.32/evm.utg1708.42/evm.utg2216.16/evm.utg1663.28/evm.utg209.48/evm.utg5033.28/evm.utg3642.10/evm.utg77.137/evm.utg1919.28/evm.utg6432.47/utg4207.equina_smart_512932.mrna1/evm.utg62.33/evm.utg12986.23/evm.utg4046.38/evm.utg12986.24/evm.utg498.148/evm.utg6432.52/evm.utg3380.27/evm.utg2353.45/evm.utg10541.25/evm.utg2838.10/evm.utg34691.12/evm.utg116.45/utg750.equina_smart_1422918.mrna1/evm.utg401.48/evm.utg1278.86/evm.utg1588.9/evm.utg236.37/evm.utg7839.6/evm.utg2353.42/evm.utg498.183/evm.utg9740.6/utg750.equina_smart_1177674.mrna1/evm.utg729.163/evm.utg45687.7/evm.utg15164.50/evm.utg408.48/evm.utg8851.1/evm.utg7661.1/evm.utg857.13/evm.utg21228.1/evm.utg1919.25/evm.utg401.7/evm.utg1278.85/evm.utg1694.38.39/evm.utg2353.46/evm.utg45687.8/evm.utg3199.2/evm.utg2353.44/evm.utg1565.23/evm.utg470.13/evm.utg1031.78/evm.utg3753.57/evm.utg1290.4/evm.utg1565.22/evm.utg15164.51/evm.utg4172.12/evm.utg464.201/evm.utg438.19/evm.utg3155.29/evm.utg597.55/evm.utg301.124/evm.utg3753.64/evm.utg298.2/evm.utg4922.3/evm.utg7149.10/evm.utg3827.2/evm.utg411.79/evm.utg1032.45/evm.utg432.69/evm.utg27299.6/evm.utg12655.50/evm.utg750.64/evm.utg788.14/evm.utg418.90"
"GSEA","salinity_added","molecular_functions","GO:0022857","transmembrane transporter activity","MF_14","GO:0022857","transmembrane transporter activity",0.00858586773258432,NA,NA,388,NA,1.64938464897989,"evm.utg52.15/evm.utg924.21/evm.utg217.36/evm.utg77.138/evm.utg924.22/evm.utg1919.26/evm.utg52.16/evm.utg1919.22/evm.utg1708.39/evm.utg1663.29/evm.utg1525.33/evm.utg209.48/evm.utg2216.16/evm.utg1919.21/evm.utg10.13/evm.utg381.32/evm.utg1663.28/evm.utg217.35/evm.utg1525.34/utg4207.equina_smart_512932.mrna1/evm.utg77.137/evm.utg2353.45/evm.utg666.32/evm.utg6432.52/evm.utg6432.47/utg750.equina_smart_1422918.mrna1/evm.utg2353.44/evm.utg401.48/evm.utg45687.7/evm.utg34691.12/utg750.equina_smart_1177674.mrna1/evm.utg12986.24/evm.utg411.79/evm.utg12986.23/evm.utg62.33/evm.utg1708.42/evm.utg2838.10/evm.utg5033.28/evm.utg3380.27/evm.utg4922.3/evm.utg236.37/evm.utg4046.38/evm.utg9740.6/evm.utg7839.6/evm.utg3642.10/evm.utg3753.64/evm.utg2353.42/evm.utg1278.85/evm.utg498.148/evm.utg750.64/evm.utg10470.29/evm.utg21228.1/evm.utg10541.25/evm.utg1278.86/evm.utg432.69/evm.utg498.183/evm.utg126.30/evm.utg408.48/evm.utg163.10/evm.utg729.163/evm.utg1565.23/evm.utg6422.7/evm.utg401.7/evm.utg857.13/evm.utg1272.54/evm.utg45687.8/evm.utg4922.1/evm.utg301.60/evm.utg2099.43/evm.utg1032.49/evm.utg3155.29/evm.utg1919.28/evm.utg3753.57/evm.utg5290.1/evm.utg7149.10/evm.utg12655.50/evm.utg15164.50/evm.utg401.6/evm.utg1694.38.39/evm.utg25826.24/evm.utg7661.1/evm.utg15164.51/evm.utg1588.9/evm.utg4567.20/evm.utg4172.12/evm.utg1565.22"
"GSEA","salinity_only","molecular_functions","GO:0005319","lipid transporter activity","MF_14","GO:0022857","transmembrane transporter activity",0.0320330315993059,NA,NA,17,NA,-1.88917277034359,"evm.utg245.34/evm.utg1781.46/evm.utg637.35/evm.utg60413.6/evm.utg60413.9/evm.utg637.34/evm.utg479.88/evm.utg9033.4/evm.utg172.87/evm.utg597.202/utg245.equina_smart_878845.mrna1/evm.utg597.201/evm.utg60413.3"
"GSEA","diesel_added","molecular_functions","GO:0016746","acyltransferase activity","MF_10","GO:0004842","ubiquitin-protein transferase activity",0.036058064576295,NA,NA,57,NA,1.89881526680108,"evm.utg4661.5/evm.utg1507.13/evm.utg729.164/evm.utg378.135/evm.utg2255.7/evm.utg209.53/evm.utg666.17/evm.utg7289.4/evm.utg351.17/evm.utg1507.12/evm.utg162.9/evm.utg55869.4/evm.utg1507.14/evm.utg1507.18/evm.utg977.37/evm.utg2690.8/evm.utg7909.6/evm.utg1507.16/evm.utg15197.2/evm.utg3522.47"
"GSEA","diesel_added","molecular_functions","GO:0004842","ubiquitin-protein transferase activity","MF_10","GO:0004842","ubiquitin-protein transferase activity",0.036058064576295,NA,NA,335,NA,-1.70187595169171,"evm.utg3197.25/evm.utg1517.22/evm.utg359.37/evm.utg344.50/evm.utg1345.53/evm.utg1253.93/evm.utg3339.12/evm.utg219.24/evm.utg3022.1/evm.utg3339.17/evm.utg144.60/utg262.equina_smart_1065002.mrna1/evm.utg12336.22/evm.utg2901.18/evm.utg622.152/evm.utg801.109/utg464.equina_smart_1065012.mrna2/evm.utg580.70/evm.utg225.23/utg17181.equina_smart_1065012.mrna7/evm.utg389.18/evm.utg3158.34/evm.utg21873.17/evm.utg344.51/utg2071.equina_smart_1065012.mrna6/evm.utg9902.9/evm.utg24438.25/evm.utg910.156/evm.utg56.67/evm.utg12336.30/evm.utg1931.10/evm.utg750.9/evm.utg376.50/evm.utg1708.35/evm.utg408.5/evm.utg1056.116/evm.utg2371.66/utg370.equina_smart_1065012.mrna5/utg3092.equina_smart_1065012.mrna10/evm.utg464.137/evm.utg152.74/evm.utg707.11/evm.utg3158.28/evm.utg3787.42/evm.utg2526.24/evm.utg276.19/evm.utg8181.3/evm.utg2929.8/evm.utg2932.43/evm.utg801.111/evm.utg107.20/evm.utg115.12/evm.utg3158.33/evm.utg344.52/evm.utg6155.14/evm.utg801.108/evm.utg144.59/evm.utg3339.14/evm.utg1024.9/evm.utg3787.26/evm.utg920.22/evm.utg3522.46/evm.utg622.157/utg622.equina_smart_923814.mrna1/evm.utg3522.12/evm.utg7.9/evm.utg1734.31/evm.utg12336.21/evm.utg3019.59/evm.utg301.58/evm.utg4398.5/evm.utg2246.38/evm.utg1172.4/evm.utg888.10/evm.utg3834.9/evm.utg3827.17/evm.utg50879.6/evm.utg11814.13/evm.utg1290.9/evm.utg2123.42/evm.utg9141.1/evm.utg1972.95/evm.utg3155.10/evm.utg700.9/evm.utg467.16/evm.utg13.18/evm.utg13.19/evm.utg2487.33/evm.utg3339.13/evm.utg55566.3/evm.utg5885.68/evm.utg12644.9/evm.utg7595.2/evm.utg15585.20/evm.utg2097.5/evm.utg1931.9/utg1721.equina_smart_1426908.mrna5/evm.utg7888.2/evm.utg1272.49/evm.utg17181.16/evm.utg3339.4/evm.utg1721.22/evm.utg3339.3/evm.utg320.10/evm.utg20925.11/evm.utg1799.9/evm.utg10530.6/evm.utg695.2/evm.utg2672.9/evm.utg5960.19/evm.utg1799.8/evm.utg2672.8/evm.utg3678.1/evm.utg17181.15/evm.utg194.33/evm.utg8851.30/evm.utg1143.15/evm.utg1253.33/evm.utg7595.3/evm.utg1381.34/evm.utg2327.21/evm.utg1748.31/evm.utg31363.13"
"GSEA","salinity_added","molecular_functions","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","MF_10","GO:0004842","ubiquitin-protein transferase activity",0.037627024677859,NA,NA,60,NA,-1.90838864614063,"evm.utg686.44/evm.utg707.13/evm.utg714.30/evm.utg577.107/evm.utg790.16/evm.utg2073.3/evm.utg21766.40/evm.utg707.6/evm.utg2073.8/evm.utg280.6/evm.utg1056.48/evm.utg1571.19/evm.utg415.45/evm.utg300.20/evm.utg2246.60/evm.utg707.10/evm.utg300.18/evm.utg8609.15/evm.utg8778.4/evm.utg372.49/evm.utg707.5/evm.utg300.19/evm.utg245.25/evm.utg1507.30/evm.utg1290.23/evm.utg2073.5/evm.utg2814.29"
"GSEA","salinity_only","molecular_functions","GO:0004842","ubiquitin-protein transferase activity","MF_10","GO:0004842","ubiquitin-protein transferase activity",0.0346144377647716,NA,NA,335,NA,1.48069841991837,"evm.utg5059.68/evm.utg9902.9/evm.utg695.2/evm.utg5246.28/evm.utg7595.3/evm.utg2672.9/evm.utg2487.30/evm.utg622.33/utg1721.equina_smart_1426908.mrna5/evm.utg298.48/evm.utg12336.21/evm.utg37289.5/evm.utg1253.33/evm.utg11814.6/evm.utg622.40/evm.utg2672.8/evm.utg21873.17/evm.utg25080.5/evm.utg4695.36/evm.utg8851.30/evm.utg3787.42/evm.utg378.109/evm.utg48.55/evm.utg7595.2/evm.utg715.37/evm.utg2071.12/evm.utg379.53/evm.utg214.68/evm.utg21873.18/evm.utg3522.46/evm.utg8181.3/evm.utg344.51/evm.utg344.52/evm.utg622.32/evm.utg37289.6/evm.utg301.58/evm.utg625.2/evm.utg420.29/evm.utg334.70/evm.utg3834.9/evm.utg9668.25/evm.utg298.49/evm.utg7548.14/evm.utg31363.13/evm.utg7.9/evm.utg2013.4/evm.utg17181.16/evm.utg1748.31/evm.utg370.49/evm.utg12336.22/evm.utg464.204/evm.utg9141.1/evm.utg1972.95/evm.utg15585.20/evm.utg1517.22/evm.utg2327.21/evm.utg1143.15/evm.utg1734.31/evm.utg1172.4/evm.utg344.50/evm.utg3092.27/evm.utg2932.43/evm.utg2291.11/evm.utg6070.24/evm.utg5885.68/utg370.equina_smart_1065012.mrna5/evm.utg989.37/evm.utg225.23/evm.utg2371.66/evm.utg771.2/evm.utg1734.32/evm.utg936.41/evm.utg55.115/evm.utg101.27/evm.utg320.10/utg17181.equina_smart_1065012.mrna7"
